instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12110,2012-05-19,2,1,5,13,0,5,0,2,0.655,0.6014,0.825,0.1634,106,390,496
12111,2012-05-19,2,1,5,14,0,5,0,2,0.6505,0.6174,0.8111,0.1373,86,316,402
12112,2012-05-19,2,1,5,15,0,5,0,2,0.6576,0.6011,0.8086,0.1946,72,265,337
12113,2012-05-19,2,1,5,16,0,5,0,2,0.6557,0.6092,0.746,0.1374,51,188,239
12114,2012-05-19,2,1,5,17,0,5,0,2,0.6549,0.6318,0.8265,0.1559,42,153,195
12115,2012-05-19,2,1,5,18,0,5,0,2,0.6597,0.6168,0.788,0.1718,22,82,104
12116,2012-05-19,2,1,5,19,0,5,0,2,0.6347,0.61,0.7567,0.1791,16,57,73
12117,2012-05-19,2,1,5,20,0,5,0,2,0.6292,0.6209,0.818,0.1451,8,28,36
12118,2012-05-19,2,1,5,21,0,5,0,2,0.6465,0.625,0.8152,0.1777,3,9,12
12119,2012-05-19,2,1,5,22,0,5,0,2,0.6597,0.6263,0.7949,0.1767,1,4,5
12120,2012-05-19,2,1,5,23,0,5,0,2,0.6487,0.6152,0.816,0.1775,1,4,5
12121,2012-05-20,2,1,5,0,0,6,0,1,0.5929,0.5793,0.3369,0.6245,1,5,6
12122,2012-05-20,2,1,5,1,0,6,0,1,0.6099,0.5443,0.4097,0.6117,1,5,6
12123,2012-05-20,2,1,5,2,0,6,0,1,0.591,0.5619,0.3901,0.6114,1,3,4
12124,2012-05-20,2,1,5,3,0,6,0,1,0.6019,0.5768,0.3845,0.6322,1,4,5
12125,2012-05-20,2,1,5,4,0,6,0,1,0.5809,0.5797,0.407,0.608,2,4,6
12126,2012-05-20,2,1,5,5,0,6,0,1,0.5883,0.5778,0.3903,0.6238,4,12,16
12127,2012-05-20,2,1,5,6,0,6,0,1,0.5911,0.546,0.3859,0.657,9,25,34
12128,2012-05-20,2,1,5,7,0,6,0,1,0.5895,0.547,0.4248,0.6237,19,55,74
12129,2012-05-20,2,1,5,8,0,6,0,1,0.5758,0.5634,0.3787,0.6553,33,96,129
12130,2012-05-20,2,1,5,9,0,6,0,1,0.6042,0.5665,0.3941,0.6191,64,190,254
12131,2012-05-20,2,1,5,10,0,6,0,1,0.5768,0.5591,0.3486,0.6644,73,213,286
12132,2012-05-20,2,1,5,11,0,6,0,1,0.602,0.5438,0.3929,0.6298,122,359,481
12133,2012-05-20,2,1,5,12,0,6,0,1,0.5757,0.5724,0.3314,0.6193,120,353,473
12134,2012-05-20,2,1,5,13,0,6,0,1,0.6034,0.5574,0.4227,0.6406,131,384,515
12135,2012-05-20,2,1,5,14,0,6,0,1,0.5882,0.5783,0.3969,0.6564,150,440,590
12136,2012-05-20,2,1,5,15,0,6,0,1,0.5855,0.5615,0.3523,0.6252,126,371,497
12137,2012-05-20,2,1,5,16,0,6,0,1,0.5849,0.5684,0.4152,0.6283,76,223,299
12138,2012-05-20,2,1,5,17,0,6,0,1,0.5877,0.5733,0.3602,0.6559,60,177,237
12139,2012-05-20,2,1,5,18,0,6,0,1,0.6067,0.5451,0.3915,0.6456,38,112,150
12140,2012-05-20,2,1,5,19,0,6,0,1,0.5773,0.5467,0.3909,0.6057,21,62,83
12141,2012-05-20,2,1,5,20,0,6,0,1,0.5781,0.5698,0.3729,0.6519,9,28,37
12142,2012-05-20,2,1,5,21,0,6,0,1,0.5727,0.5469,0.352,0.6057,3,10,13
12143,2012-05-20,2,1,5,22,0,6,0,1,0.5999,0.577,0.3687,0.6098,2,4,6
12144,2012-05-20,2,1,5,23,0,6,0,1,0.5737,0.5472,0.3527,0.6319,1,5,6
12145,2012-05-21,2,1,5,0,0,0,1,1,0.6481,0.6544,0.7613,0.5411,2,6,8
12146,2012-05-21,2,1,5,1,0,0,1,1,0.6662,0.6537,0.826,0.5115,1,6,7
12147,2012-05-21,2,1,5,2,0,0,1,1,0.6354,0.6716,0.7714,0.5567,2,6,8
12148,2012-05-21,2,1,5,3,0,0,1,1,0.6357,0.6754,0.8143,0.5464,2,9,11
12149,2012-05-21,2,1,5,4,0,0,1,1,0.6613,0.6531,0.77,0.5621,9,33,42
12150,2012-05-21,2,1,5,5,0,0,1,1,0.6298,0.6705,0.8028,0.5057,20,78,98
12151,2012-05-21,2,1,5,6,0,0,1,1,0.6672,0.6679,0.7483,0.5571,33,127,160
12152,2012-05-21,2,1,5,7,0,0,1,1,0.6561,0.663,0.7985,0.5081,55,213,268
12153,2012-05-21,2,1,5,8,0,0,1,1,0.6518,0.6892,0.737,0.5069,51,200,251
12154,2012-05-21,2,1,5,9,0,0,1,1,0.6378,0.6717,0.8167,0.5231,55,215,270
12155,2012-05-21,2,1,5,10,0,0,1,1,0.6346,0.6526,0.7628,0.5311,38,147,185
12156,2012-05-21,2,1,5,11,0,0,1,1,0.6456,0.6524,0.7687,0.5547,20,77,97
12157,2012-05-21,2,1,5,12,0,0,1,1,0.6373,0.6664,0.8019,0.5286,14,53,67
12158,2012-05-21,2,1,5,13,0,0,1,1,0.6575,0.6554,0.8235,0.5268,17,65,82
12159,2012-05-21,2,1,5,14,0,0,1,1,0.6435,0.674,0.7724,0.509,26,101,127
12160,2012-05-21,2,1,5,15,0,0,1,1,0.6414,0.6732,0.7321,0.5091,58,227,285
12161,2012-05-21,2,1,5,16,0,0,1,1,0.6446,0.6652,0.8081,0.5172,78,304,382
12162,2012-05-21,2,1,5,17,0,0,1,1,0.6526,0.6609,0.7504,0.5057,87,339,426
12163,2012-05-21,2,1,5,18,0,0,1,1,0.6598,0.6709,0.7452,0.5073,74,286,360
12164,2012-05-21,2,1,5,19,0,0,1,1,0.6408,0.6651,0.779,0.5506,60,233,293
12165,2012-05-21,2,1,5,20,0,0,1,1,0.6556,0.6551,0.7529,0.5454,26,99,125
12166,2012-05-21,2,1,5,21,0,0,1,1,0.6548,0.6681,0.7475,0.521,12,46,58
12167,2012-05-21,2,1,5,22,0,0,1,1,0.6291,0.6683,0.7885,0.5205,4,14,18
12168,2012-05-21,2,1,5,23,0,0,1,1,0.6551,0.6742,0.7313,0.5049,1,5,6
12169,2012-05-22,2,1,5,0,0,1,1,1,0.4997,0.5103,0.6136,0.2199,1,6,7
12170,2012-05-22,2,1,5,1,0,1,1,1,0.5251,0.5009,0.6308,0.2083,2,6,8
12171,2012-05-22,2,1,5,2,0,1,1,1,0.5186,0.5205,0.6514,0.2023,1,6,7
12172,2012-05-22,2,1,5,3,0,1,1,1,0.513,0.5185,0.6186,0.1988,3,11,14
12173,2012-05-22,2,1,5,4,0,1,1,1,0.5086,0.4949,0.6421,0.2153,8,33,41
12174,2012-05-22,2,1,5,5,0,1,1,1,0.511,0.5121,0.5909,0.2006,21,86,107
12175,2012-05-22,2,1,5,6,0,1,1,1,0.5147,0.5115,0.601,0.2259,41,166,207
12176,2012-05-22,2,1,5,7,0,1,1,1,0.5282,0.5014,0.5843,0.1832,55,226,281
12177,2012-05-22,2,1,5,8,0,1,1,1,0.5243,0.4885,0.6299,0.1923,65,264,329
12178,2012-05-22,2,1,5,9,0,1,1,1,0.501,0.4996,0.6147,0.2255,47,194,241
12179,2012-05-22,2,1,5,10,0,1,1,1,0.5097,0.5108,0.6565,0.1888,42,169,211
12180,2012-05-22,2,1,5,11,0,1,1,1,0.5185,0.5135,0.6494,0.2045,21,85,106
12181,2012-05-22,2,1,5,12,0,1,1,1,0.5149,0.5112,0.6,0.1978,11,43,54
12182,2012-05-22,2,1,5,13,0,1,1,1,0.5153,0.4965,0.598,0.2224,17,68,85
12183,2012-05-22,2,1,5,14,0,1,1,1,0.5054,0.527,0.5737,0.1723,28,113,141
12184,2012-05-22,2,1,5,15,0,1,1,1,0.5057,0.5174,0.6294,0.2242,49,199,248
12185,2012-05-22,2,1,5,16,0,1,1,1,0.5174,0.5081,0.6309,0.2239,69,279,348
12186,2012-05-22,2,1,5,17,0,1,1,1,0.5054,0.5235,0.6476,0.184,80,327,407
12187,2012-05-22,2,1,5,18,0,1,1,1,0.5249,0.4942,0.6435,0.2202,78,318,396
12188,2012-05-22,2,1,5,19,0,1,1,1,0.5144,0.5256,0.5988,0.196,48,197,245
12189,2012-05-22,2,1,5,20,0,1,1,1,0.515,0.5023,0.6462,0.1915,24,97,121
12190,2012-05-22,2,1,5,21,0,1,1,1,0.5189,0.5024,0.6495,0.1711,12,47,59
12191,2012-05-22,2,1,5,22,0,1,1,1,0.5003,0.4967,0.6579,0.2062,3,14,17
12192,2012-05-22,2,1,5,23,0,1,1,1,0.4986,0.5264,0.5874,0.2306,1,6,7
12193,2012-05-23,2,1,5,0,0,2,1,1,0.5442,0.537,0.7209,0.2934,2,5,7
12194,2012-05-23,2,1,5,1,0,2,1,1,0.5319,0.554,0.69,0.2734,2,5,7
12195,2012-05-23,2,1,5,2,0,2,1,1,0.5687,0.522,0.7176,0.2688,2,7,9
12196,2012-05-23,2,1,5,3,0,2,1,1,0.5416,0.5507,0.7376,0.3183,3,12,15
12197,2012-05-23,2,1,5,4,0,2,1,1,0.5361,0.5389,0.6524,0.301,9,35,44
12198,2012-05-23,2,1,5,5,0,2,1,1,0.5572,0.5548,0.675,0.2811,21,79,100
12199,2012-05-23,2,1,5,6,0,2,1,1,0.5535,0.5503,0.7413,0.2942,45,165,210
12200,2012-05-23,2,1,5,7,0,2,1,1,0.5429,0.5567,0.7085,0.3096,70,257,327
12201,2012-05-23,2,1,5,8,0,2,1,1,0.5411,0.5491,0.6867,0.2801,80,298,378
12202,2012-05-23,2,1,5,9,0,2,1,1,0.5344,0.5203,0.6761,0.3027,61,228,289
12203,2012-05-23,2,1,5,10,0,2,1,1,0.5399,0.5411,0.7189,0.3102,44,161,205
12204,2012-05-23,2,1,5,11,0,2,1,1,0.5615,0.5415,0.7236,0.3144,20,73,93
12205,2012-05-23,2,1,5,12,0,2,1,1,0.5598,0.5551,0.7184,0.2782,16,60,76
12206,2012-05-23,2,1,5,13,0,2,1,1,0.535,0.5527,0.6577,0.2816,17,62,79
12207,2012-05-23,2,1,5,14,0,2,1,1,0.5381,0.5192,0.6568,0.2867,32,120,152
12208,2012-05-23,2,1,5,15,0,2,1,1,0.5477,0.5447,0.6655,0.2832,62,227,289
12209,2012-05-23,2,1,5,16,0,2,1,1,0.5415,0.5527,0.7134,0.2741,76,280,356
12210,2012-05-23,2,1,5,17,0,2,1,1,0.5315,0.539,0.7394,0.2642,97,361,458
12211,2012-05-23,2,1,5,18,0,2,1,1,0.5612,0.5488,0.6605,0.3047,101,376,477
12212,2012-05-23,2,1,5,19,0,2,1,1,0.5314,0.5416,0.6816,0.315,72,265,337
12213,2012-05-23,2,1,5,20,0,2,1,1,0.5507,0.5459,0.716,0.3196,34,128,162
12214,2012-05-23,2,1,5,21,0,2,1,1,0.5445,0.5412,0.7347,0.2812,12,46,58
12215,2012-05-23,2,1,5,22,0,2,1,1,0.5378,0.5196,0.668,0.301,4,14,18
12216,2012-05-23,2,1,5,23,0,2,1,1,0.5472,0.5279,0.7395,0.2997,2,6,8
12217,2012-05-24,2,1,5,0,0,3,1,1,0.607,0.6188,0.6698,0.4154,1,6,7
12218,2012-05-24,2,1,5,1,0,3,1,1,0.6183,0.6327,0.6596,0.4239,1,6,7
12219,2012-05-24,2,1,5,2,0,3,1,1,0.5888,0.6157,0.6318,0.4405,2,6,8
12220,2012-05-24,2,1,5,3,0,3,1,1,0.5963,0.6408,0.6415,0.4582,3,12,15
12221,2012-05-24,2,1,5,4,0,3,1,1,0.5909,0.6365,0.597,0.4433,8,33,41
12222,2012-05-24,2,1,5,5,0,3,1,1,0.5895,0.6467,0.6623,0.4519,25,99,124
12223,2012-05-24,2,1,5,6,0,3,1,1,0.6055,0.6511,0.6037,0.4152,39,154,193
12224,2012-05-24,2,1,5,7,0,3,1,1,0.5865,0.6519,0.583,0.4207,68,272,340
12225,2012-05-24,2,1,5,8,0,3,1,1,0.6131,0.6331,0.6242,0.4434,78,313,391
12226,2012-05-24,2,1,5,9,0,3,1,1,0.5853,0.6173,0.6641,0.4239,55,221,276
12227,2012-05-24,2,1,5,10,0,3,1,1,0.6087,0.6278,0.6077,0.4337,47,188,235
12228,2012-05-24,2,1,5,11,0,3,1,1,0.6188,0.642,0.6214,0.4509,24,97,121
12229,2012-05-24,2,1,5,12,0,3,1,1,0.6098,0.6276,0.6527,0.4547,13,51,64
12230,2012-05-24,2,1,5,13,0,3,1,1,0.6153,0.6227,0.6387,0.448,19,75,94
12231,2012-05-24,2,1,5,14,0,3,1,1,0.5882,0.6474,0.5991,0.4487,35,142,177
12232,2012-05-24,2,1,5,15,0,3,1,1,0.6022,0.6338,0.5832,0.4318,68,271,339
12233,2012-05-24,2,1,5,16,0,3,1,1,0.6004,0.6238,0.6623,0.4241,72,285,357
12234,2012-05-24,2,1,5,17,0,3,1,1,0.5876,0.6426,0.626,0.4457,79,317,396
12235,2012-05-24,2,1,5,18,0,3,1,1,0.6098,0.6367,0.6441,0.429,83,329,412
12236,2012-05-24,2,1,5,19,0,3,1,1,0.5924,0.6201,0.6599,0.4524,48,194,242
12237,2012-05-24,2,1,5,20,0,3,1,1,0.5833,0.6234,0.6397,0.4099,33,134,167
12238,2012-05-24,2,1,5,21,0,3,1,1,0.5843,0.6149,0.5719,0.4457,12,50,62
12239,2012-05-24,2,1,5,22,0,3,1,1,0.6065,0.623,0.6399,0.4562,4,17,21
12240,2012-05-24,2,1,5,23,0,3,1,1,0.6035,0.6189,0.5783,0.4467,2,7,9
12241,2012-05-25,2,1,5,0,0,4,1,2,0.5772,0.6254,0.1503,0.0656,2,5,7
12242,2012-05-25,2,1,5,1,0,4,1,2,0.6027,0.6105,0.1972,0.0955,2,7,9
12243,2012-05-25,2,1,5,2,0,4,1,2,0.5987,0.6334,0.2093,0.0826,2,7,9
12244,2012-05-25,2,1,5,3,0,4,1,2,0.6015,0.6176,0.1625,0.0939,3,10,13
12245,2012-05-25,2,1,5,4,0,4,1,2,0.5775,0.6236,0.2411,0.069,9,36,45
12246,2012-05-25,2,1,5,5,0,4,1,2,0.6065,0.6146,0.1575,0.0975,22,88,110
12247,2012-05-25,2,1,5,6,0,4,1,2,0.6055,0.6044,0.1865,0.0998,45,178,223
12248,2012-05-25,2,1,5,7,0,4,1,2,0.6005,0.6279,0.1895,0.06,64,252,316
12249,2012-05-25,2,1,5,8,0,4,1,2,0.6048,0.6213,0.2317,0.0853,80,311,391
12250,2012-05-25,2,1,5,9,0,4,1,2,0.5984,0.6316,0.2046,0.0657,59,231,290
12251,2012-05-25,2,1,5,10,0,4,1,2,0.5894,0.6224,0.1604,0.0716,45,175,220
12252,2012-05-25,2,1,5,11,0,4,1,2,0.5948,0.5994,0.179,0.0494,22,88,110
12253,2012-05-25,2,1,5,12,0,4,1,2,0.5951,0.6225,0.2164,0.0901,12,48,60
12254,2012-05-25,2,1,5,13,0,4,1,2,0.5798,0.6318,0.1525,0.0766,18,69,87
12255,2012-05-25,2,1,5,14,0,4,1,2,0.5962,0.6366,0.2226,0.0992,32,123,155
12256,2012-05-25,2,1,5,15,0,4,1,2,0.6078,0.6213,0.239,0.0521,61,238,299
12257,2012-05-25,2,1,5,16,0,4,1,2,0.5999,0.6279,0.1983,0.0887,103,401,504
12258,2012-05-25,2,1,5,17,0,4,1,2,0.6011,0.6013,0.2278,0.0438,119,467,586
12259,2012-05-25,2,1,5,18,0,4,1,2,0.5865,0.6224,0.2099,0.0695,74,289,363
12260,2012-05-25,2,1,5,19,0,4,1,2,0.5764,0.6017,0.155,0.0613,51,200,251
12261,2012-05-25,2,1,5,20,0,4,1,2,0.6068,0.6217,0.1972,0.0459,39,152,191
12262,2012-05-25,2,1,5,21,0,4,1,2,0.5733,0.6332,0.2446,0.0554,13,50,63
12263,2012-05-25,2,1,5,22,0,4,1,2,0.6029,0.636,0.234,0.08,4,17,21
12264,2012-05-25,2,1,5,23,0,4,1,2,0.5854,0.6038,0.2372,0.076,2,7,9
12265,2012-05-26,2,1,5,0,0,5,0,1,0.5655,0.555,0.5217,0.0774,1,3,4
12266,2012-05-26,2,1,5,1,0,5,0,1,0.593,0.5633,0.4426,0.0636,1,3,4
12267,2012-05-26,2,1,5,2,0,5,0,1,0.5747,0.5637,0.4931,0.0507,1,4,5
12268,2012-05-26,2,1,5,3,0,5,0,1,0.5878,0.574,0.5073,0.0934,1,4,5
12269,2012-05-26,2,1,5,4,0,5,0,1,0.567,0.5776,0.5276,0.0401,1,3,4
12270,2012-05-26,2,1,5,5,0,5,0,1,0.5906,0.5736,0.5098,0.0573,3,10,13
12271,2012-05-26,2,1,5,6,0,5,0,1,0.5927,0.5683,0.4822,0.097,8,26,34
12272,2012-05-26,2,1,5,7,0,5,0,1,0.5583,0.5708,0.5268,0.0707,17,53,70
12273,2012-05-26,2,1,5,8,0,5,0,1,0.5841,0.5894,0.4705,0.049,25,76,101
12274,2012-05-26,2,1,5,9,0,5,0,1,0.5568,0.5532,0.4729,0.0418,43,133,176
12275,2012-05-26,2,1,5,10,0,5,0,1,0.5891,0.558,0.5155,0.0706,69,214,283
12276,2012-05-26,2,1,5,11,0,5,0,1,0.5552,0.5889,0.4966,0.0431,100,312,412
12277,2012-05-26,2,1,5,12,0,5,0,1,0.5556,0.5864,0.468,0.0426,118,370,488
12278,2012-05-26,2,1,5,13,0,5,0,1,0.5682,0.58,0.4418,0.091,115,359,474
12279,2012-05-26,2,1,5,14,0,5,0,1,0.5892,0.5548,0.4847,0.0943,106,330,436
12280,2012-05-26,2,1,5,15,0,5,0,1,0.5836,0.583,0.5252,0.0482,79,246,325
12281,2012-05-26,2,1,5,16,0,5,0,1,0.5819,0.5781,0.443,0.0658,77,240,317
12282,2012-05-26,2,1,5,17,0,5,0,1,0.5722,0.5903,0.4536,0.054,42,130,172
12283,2012-05-26,2,1,5,18,0,5,0,1,0.5775,0.5581,0.4619,0.04,27,84,111
12284,2012-05-26,2,1,5,19,0,5,0,1,0.5777,0.5685,0.4618,0.0649,14,45,59
12285,2012-05-26,2,1,5,20,0,5,0,1,0.5766,0.5545,0.4431,0.072,6,20,26
12286,2012-05-26,2,1,5,21,0,5,0,1,0.5808,0.5539,0.4547,0.0475,3,11,14
12287,2012-05-26,2,1,5,22,0,5,0,1,0.5862,0.5879,0.5265,0.0616,1,3,4
12288,2012-05-26,2,1,5,23,0,5,0,1,0.5577,0.5778,0.4928,0.0399,1,4,5
12289,2012-05-27,2,1,5,0,0,6,0,1,0.5929,0.5402,0.3764,0.1818,1,4,5
12290,2012-05-27,2,1,5,1,0,6,0,1,0.577,0.5262,0.301,0.2085,1,3,4
12291,2012-05-27,2,1,5,2,0,6,0,1,0.5591,0.5106,0.3209,0.1853,1,4,5
12292,2012-05-27,2,1,5,3,0,6,0,1,0.5797,0.5321,0.2969,0.1795,1,5,6
12293,2012-05-27,2,1,5,4,0,6,0,1,0.5677,0.5199,0.3392,0.2153,1,5,6
12294,2012-05-27,2,1,5,5,0,6,0,1,0.5855,0.5311,0.3384,0.2024,3,9,12
12295,2012-05-27,2,1,5,6,0,6,0,1,0.56,0.5048,0.3633,0.1715,8,24,32
12296,2012-05-27,2,1,5,7,0,6,0,1,0.5791,0.516,0.2906,0.1747,18,55,73
12297,2012-05-27,2,1,5,8,0,6,0,1,0.5963,0.5315,0.3075,0.2178,27,83,110
12298,2012-05-27,2,1,5,9,0,6,0,1,0.5606,0.5092,0.3016,0.1819,59,186,245
12299,2012-05-27,2,1,5,10,0,6,0,1,0.5936,0.526,0.2925,0.1631,76,241,317
12300,2012-05-27,2,1,5,11,0,6,0,1,0.5882,0.5437,0.3432,0.1876,88,277,365
12301,2012-05-27,2,1,5,12,0,6,0,1,0.5573,0.5437,0.3137,0.1639,104,327,431
12302,2012-05-27,2,1,5,13,0,6,0,1,0.5672,0.5163,0.3177,0.1828,121,380,501
12303,2012-05-27,2,1,5,14,0,6,0,1,0.5764,0.5208,0.3592,0.2105,128,406,534
12304,2012-05-27,2,1,5,15,0,6,0,1,0.5636,0.525,0.3228,0.1945,105,332,437
12305,2012-05-27,2,1,5,16,0,6,0,1,0.5962,0.5352,0.3389,0.1625,62,196,258
12306,2012-05-27,2,1,5,17,0,6,0,1,0.5803,0.5344,0.3703,0.1765,51,163,214
12307,2012-05-27,2,1,5,18,0,6,0,1,0.5879,0.5319,0.3233,0.201,31,98,129
12308,2012-05-27,2,1,5,19,0,6,0,1,0.5652,0.5182,0.344,0.1705,18,55,73
12309,2012-05-27,2,1,5,20,0,6,0,1,0.5802,0.5255,0.2948,0.2185,7,23,30
12310,2012-05-27,2,1,5,21,0,6,0,1,0.5958,0.5366,0.3544,0.1807,4,11,15
12311,2012-05-27,2,1,5,22,0,6,0,1,0.578,0.5332,0.3412,0.1803,1,5,6
12312,2012-05-27,2,1,5,23,0,6,0,1,0.5835,0.542,0.3684,0.181,1,5,6
12313,2012-05-28,2,1,5,0,1,0,0,3,0.5703,0.5738,0.3652,0.7835,1,4,5
12314,2012-05-28,2,1,5,1,1,0,0,3,0.562,0.595,0.3254,0.7557,1,5,6
12315,2012-05-28,2,1,5,2,1,0,0,3,0.5624,0.5791,0.3311,0.7893,1,4,5
12316,2012-05-28,2,1,5,3,1,0,0,3,0.5477,0.6005,0.3229,0.741,1,4,5
12317,2012-05-28,2,1,5,4,1,0,0,3,0.5452,0.602,0.3953,0.7407,2,4,6
12318,2012-05-28,2,1,5,5,1,0,0,3,0.551,0.5884,0.3727,0.7494,4,11,15
12319,2012-05-28,2,1,5,6,1,0,0,3,0.5427,0.598,0.3129,0.7576,7,21,28
12320,2012-05-28,2,1,5,7,1,0,0,3,0.582,0.5802,0.3806,0.7883,16,45,61
12321,2012-05-28,2,1,5,8,1,0,0,3,0.5744,0.5685,0.3174,0.7594,27,79,106
12322,2012-05-28,2,1,5,9,1,0,0,3,0.5804,0.583,0.3608,0.7445,42,120,162
12323,2012-05-28,2,1,5,10,1,0,0,3,0.546,0.5701,0.3399,0.79,73,209,282
12324,2012-05-28,2,1,5,11,1,0,0,3,0.5485,0.5973,0.3187,0.767,120,343,463
12325,2012-05-28,2,1,5,12,1,0,0,3,0.5508,0.605,0.3793,0.7919,96,273,369
12326,2012-05-28,2,1,5,13,1,0,0,3,0.5462,0.5733,0.3412,0.7836,139,395,534
12327,2012-05-28,2,1,5,14,1,0,0,3,0.5627,0.5942,0.3853,0.7699,128,366,494
12328,2012-05-28,2,1,5,15,1,0,0,3,0.5769,0.5698,0.3528,0.7586,117,335,452
12329,2012-05-28,2,1,5,16,1,0,0,3,0.5631,0.5759,0.3862,0.7583,90,257,347
12330,2012-05-28,2,1,5,17,1,0,0,3,0.5727,0.5681,0.3326,0.7534,45,128,173
12331,2012-05-28,2,1,5,18,1,0,0,3,0.5703,0.5894,0.3757,0.7882,34,98,132
12332,2012-05-28,2,1,5,19,1,0,0,3,0.5682,0.5757,0.3593,0.7863,16,45,61
12333,2012-05-28,2,1,5,20,1,0,0,3,0.5743,0.6055,0.3707,0.7733,8,23,31
12334,2012-05-28,2,1,5,21,1,0,0,3,0.5656,0.5699,0.3905,0.7922,3,8,11
12335,2012-05-28,2,1,5,22,1,0,0,3,0.5721,0.5836,0.3928,0.7754,2,4,6
12336,2012-05-28,2,1,5,23,1,0,0,3,0.5722,0.5888,0.3135,0.7754,1,4,5
12337,2012-05-29,2,1,5,0,0,1,1,1,0.5899,0.6171,0.6277,0.178,2,6,8
12338,2012-05-29,2,1,5,1,0,1,1,1,0.5874,0.6292,0.6542,0.1699,2,7,9
12339,2012-05-29,2,1,5,2,0,1,1,1,0.5791,0.6149,0.664,0.2038,2,6,8
12340,2012-05-29,2,1,5,3,0,1,1,1,0.5722,0.6046,0.5982,0.1773,3,12,15
12341,2012-05-29,2,1,5,4,0,1,1,1,0.5909,0.6158,0.6233,0.1825,12,46,58
12342,2012-05-29,2,1,5,5,0,1,1,1,0.5725,0.6349,0.6039,0.1846,25,100,125
12343,2012-05-29,2,1,5,6,0,1,1,1,0.5674,0.6325,0.6052,0.2138,51,204,255
12344,2012-05-29,2,1,5,7,0,1,1,1,0.5754,0.6035,0.6204,0.2158,54,213,267
12345,2012-05-29,2,1,5,8,0,1,1,1,0.5713,0.609,0.6024,0.1926,84,335,419
12346,2012-05-29,2,1,5,9,0,1,1,1,0.5766,0.6107,0.6526,0.17,74,296,370
12347,2012-05-29,2,1,5,10,0,1,1,1,0.5801,0.6116,0.6353,0.1964,47,189,236
12348,2012-05-29,2,1,5,11,0,1,1,1,0.5827,0.6108,0.6306,0.1837,23,93,116
12349,2012-05-29,2,1,5,12,0,1,1,1,0.5943,0.6168,0.5927,0.2001,17,65,82
12350,2012-05-29,2,1,5,13,0,1,1,1,0.5896,0.6361,0.6292,0.2175,20,78,98
12351,2012-05-29,2,1,5,14,0,1,1,1,0.5676,0.6295,0.6082,0.2182,36,141,177
12352,2012-05-29,2,1,5,15,0,1,1,1,0.5929,0.6277,0.6769,0.1829,72,285,357
12353,2012-05-29,2,1,5,16,0,1,1,1,0.5861,0.6216,0.6668,0.2079,107,423,530
12354,2012-05-29,2,1,5,17,0,1,1,1,0.563,0.6028,0.6247,0.1921,110,437,547
12355,2012-05-29,2,1,5,18,0,1,1,1,0.5731,0.6408,0.6601,0.1742,96,378,474
12356,2012-05-29,2,1,5,19,0,1,1,1,0.5958,0.6239,0.6242,0.1648,63,249,312
12357,2012-05-29,2,1,5,20,0,1,1,1,0.5956,0.6309,0.67,0.207,41,162,203
12358,2012-05-29,2,1,5,21,0,1,1,1,0.5908,0.6185,0.6391,0.2161,13,52,65
12359,2012-05-29,2,1,5,22,0,1,1,1,0.5665,0.6162,0.6682,0.1836,4,18,22
12360,2012-05-29,2,1,5,23,0,1,1,1,0.5806,0.6314,0.6104,0.1734,2,7,9
12361,2012-05-30,2,1,5,0,0,2,1,1,0.6205,0.6426,0.5424,0.4053,1,6,7
12362,2012-05-30,2,1,5,1,0,2,1,1,0.6471,0.6464,0.5449,0.4054,2,7,9
12363,2012-05-30,2,1,5,2,0,2,1,1,0.6411,0.6256,0.5751,0.3528,2,7,9
12364,2012-05-30,2,1,5,3,0,2,1,1,0.657,0.6275,0.4815,0.3642,3,14,17
12365,2012-05-30,2,1,5,4,0,2,1,1,0.655,0.6244,0.5053,0.3773,7,29,36
12366,2012-05-30,2,1,5,5,0,2,1,1,0.6566,0.6459,0.5566,0.3635,18,72,90
12367,2012-05-30,2,1,5,6,0,2,1,1,0.6542,0.6426,0.4854,0.359,34,141,175
12368,2012-05-30,2,1,5,7,0,2,1,1,0.6423,0.6406,0.5598,0.3687,46,191,237
12369,2012-05-30,2,1,5,8,0,2,1,1,0.6243,0.6534,0.5565,0.3789,52,212,264
12370,2012-05-30,2,1,5,9,0,2,1,1,0.6406,0.6484,0.5626,0.3687,54,224,278
12371,2012-05-30,2,1,5,10,0,2,1,1,0.6198,0.6508,0.477,0.3704,42,172,214
12372,2012-05-30,2,1,5,11,0,2,1,1,0.6408,0.6555,0.5577,0.3826,23,94,117
12373,2012-05-30,2,1,5,12,0,2,1,1,0.6405,0.6497,0.5292,0.3722,13,51,64
12374,2012-05-30,2,1,5,13,0,2,1,1,0.6386,0.624,0.5536,0.3739,15,60,75
12375,2012-05-30,2,1,5,14,0,2,1,1,0.6233,0.6265,0.5415,0.3918,29,117,146
12376,2012-05-30,2,1,5,15,0,2,1,1,0.6371,0.6357,0.5142,0.397,66,273,339
12377,2012-05-30,2,1,5,16,0,2,1,1,0.6385,0.6193,0.4801,0.3795,70,287,357
12378,2012-05-30,2,1,5,17,0,2,1,1,0.6393,0.6322,0.5211,0.3909,113,465,578
12379,2012-05-30,2,1,5,18,0,2,1,1,0.6369,0.6546,0.4785,0.3933,90,371,461
